interval_range,taylor_n,num_solutions,num_real_solutions,pred_parameters,sampled_parameters,sampled_u0
0.5,2,8,0,"Number[3.098797595128173 + 0.6854439094250244im, -0.0007663591159873718 + 0.0006267870889258722im, 0.006130781814302366 + 0.004690204946772985im, 0.0051493179033944275 + 1.100352907221499e-61im, 0.0056065858321473075 - 9.956824444577827e-60im, 0.2023596693930208 + 0.0im]","[9.265093022106553, 0.012435949109446492, 0.011470235940764456, 0.005010092920940064, 0.20235966939302083, 0.0056282648623091494]","[163.6988035339072, 3.3039246308831776, 66.55573666650976]"
0.5,2,8,0,"Number[3.369017339071683 + 0.4465324468249656im, 0.0010756647731764235 + 0.0013717932036404186im, 0.004554320447250785 + 0.004192641259745693im, 0.02913390516924047 + 3.3409558876152446e-52im, 0.0009062713994495824 + 2.0045735325691467e-51im, 0.20083912074080673 + 0.0im]","[9.50731965328752, 0.013836553211788304, 0.01669002400842367, 0.004895347048705471, 0.20083912074080662, 0.003967906728670201]","[204.26559622839125, 3.2395577538707547, 56.34070222654359]"
0.5,2,8,0,"Number[0.010718942603400975 + 1.3137951420220078im, -0.0019153213731842292 + 0.01530880193105909im, 0.006127059243408069 - 0.012071284086488181im, 0.012942634407434457 + 0.0im, 0.007603062879876672 + 0.0im, 0.14200479907784927 + 0.0im]","[7.722405119493651, 0.00978870500794633, 0.009039239391378764, 0.0037303220567052476, 0.14200479907784927, 0.007928436288551183]","[233.1549224985539, 3.33331191101267, 117.28967047770456]"
0.5,2,8,0,"Number[-0.17743809841397895 + 1.1194904103280854im, 0.0009310343235378831 + 0.016151535332464984im, 0.00543602075461044 - 0.013982131457122952im, 0.003651228621291362 + 1.0947644252537633e-47im, 0.005592496607852843 - 6.021204338895698e-47im, 0.3053780345429231 + 0.0im]","[4.612786449745418, 0.016817595646791063, 0.010446952658638778, 0.0035501057805917887, 0.3053780345429231, 0.005630478566700254]","[180.93177976635505, 5.954611124274311, 93.86059515829822]"
0.5,2,8,0,"Number[0.9669801626647248 + 0.7264550660995979im, 0.0026897650152564213 + 0.005683338119779745im, 0.0027255526316541994 - 0.0057960837585256525im, 0.014383598125235618 + 0.0im, 0.001438410038092877 + 0.0im, 0.24867030778092544 + 0.0im]","[3.7074019759575645, 0.008860079197599072, 0.012384921057725408, 0.0027329717550209874, 0.24867030778092547, 0.004584404725383473]","[272.5815667476014, 6.770086501288103, 111.7896633129607]"
0.5,2,8,0,"Number[3.2858945471266705 - 0.24835028147738822im, 0.000889238565678423 - 0.011178758320762627im, 0.0067179501426894725 + 0.008165520819261604im, 0.004791997719455249 + 0.0im, 0.0052362981750382195 - 2.6727647100921956e-51im, 0.17207162984265456 + 0.0im]","[4.695465844272908, 0.0066876177653130585, 0.005907311202249978, 0.004698900713103979, 0.1720716298426545, 0.005248001369237335]","[148.5447637622326, 2.7571737009413377, 61.81596565185369]"
0.5,2,8,0,"Number[-0.2253122820528976 + 1.15066751151972im, 0.003055890158630525 + 0.009217503761760717im, 0.002310130513580323 - 0.008963405661852792im, 0.007116777536914428 - 0.0033381442405288103im, 0.009096340596160256 + 7.560309109897292e-6im, 0.14031936863377073 + 0.0im]","[8.59824054310141, 0.01380378621151367, 0.016127623131765502, 0.006701314354554623, 0.14031936863377073, 0.009098712738581493]","[256.46619391610614, 3.503195472371212, 140.42219143474017]"
0.5,2,8,0,"Number[1.3403244230983404 - 0.5940281932293328im, 0.003416285571648727 - 0.0033350650482041667im, 0.0018718016984622446 - 0.0019029869645280889im, 0.007476343670590735 + 0.00247657486905473im, 0.005013927714535261 - 9.58174732373472e-5im, 0.29221929403887925 + 0.0im]","[3.5310910129653714, 0.017934145848490533, 0.01033058166914344, 0.006051184996862449, 0.2922192940388793, 0.005086268582258496]","[291.6626643864946, 4.196671577870222, 132.5221189807935]"
0.5,2,8,0,"Number[0.13241014512622082 - 1.5214329026389024im, 0.003449083212688013 - 0.010967272206532711im, 0.0027888243515061858 + 0.009082103253903392im, 0.009567576912574057 - 0.0015354012812371465im, 0.009598904962764509 + 8.418244604763947e-5im, 0.27689873602847087 + 7.418412301374843e-68im]","[3.625062076742125, 0.018112898452486828, 0.011117292227012292, 0.0068813708190498726, 0.2768987360284708, 0.009768944024765032]","[234.70381550396596, 4.5483454341431635, 103.25974824109782]"
0.5,2,8,0,"Number[1.9034366690041808 + 0.4989176105034007im, 0.0030382971471933926 + 0.002805686912236255im, 0.0027581276170075496 + 0.0026950240530357714im, 0.006758443450975397 - 7.965459555662261e-59im, 0.005533212351685238 + 3.1861838222649046e-58im, 0.22168326230715593 + 0.0im]","[3.300495722096633, 0.010578624241730058, 0.008396853116468445, 0.006175053101274734, 0.22168326230715596, 0.005696602705317579]","[265.94827881810295, 5.760982316925384, 83.3176401236895]"
0.5,2,8,0,"Number[-0.2947122764134779 - 0.8015794784573931im, 0.0002133819888257014 - 0.02107628095912533im, 0.0069683425853192555 + 0.018573595115432977im, 0.016538140095969562 + 1.6704779438076223e-52im, 0.01009946889761474 + 3.3409558876152446e-52im, 0.2581025344459087 + 0.0im]","[7.4655529221495645, 0.017403318705649398, 0.016251822347895937, 0.005138242456327293, 0.25810253444590875, 0.011099143402693468]","[157.69990676460327, 4.330084078088351, 89.09723591626151]"
0.5,2,8,0,"Number[0.6701513725343544 + 1.6621122401864596im, 0.0016916039582838634 + 0.008539199114093815im, 0.0029885376566779888 - 0.007210533781007676im, 0.014026729738551942 + 0.0im, 0.0015636266967513643 + 0.0im, 0.21917824964788094 + 0.0im]","[9.60644928119897, 0.018027281967719733, 0.015340605784787024, 0.002835222039122928, 0.2191782496478809, 0.00472388227988909]","[272.5914596176907, 7.035184486232324, 113.37104527999777]"
0.5,2,8,0,"Number[1.0379006141287468 - 1.4892281964854452im, 0.0032213929020272823 - 0.0074325518398446295im, 0.0019414392939554024 + 0.005406050614592515im, 0.008916454623373413 + 0.002358717454613998im, 0.00727401428868878 - 0.00015800906391390693im, 0.2588004368487622 + 0.0im]","[7.225216857808834, 0.012370028009554248, 0.016125230584227605, 0.0068272898692011055, 0.2588004368487622, 0.007444536964071743]","[335.9720056313455, 4.93112129995649, 110.62860948441893]"
0.5,2,8,0,"Number[2.0578449467993813 - 0.6537361182041084im, -0.000651787675938635 - 0.015180477807843661im, 0.008812960241021848 + 0.01622239965806953im, 0.015123823588521422 - 8.758115402030107e-47im, 0.005097556059187272 - 3.6948299352314513e-47im, 0.20956827997977567 - 4.7477838728798994e-66im]","[9.060263801580817, 0.007453446257355424, 0.013800568815607605, 0.003015133167320229, 0.2095682799797757, 0.005665979332626098]","[139.75131683702395, 3.0881206334970046, 108.1346013972633]"
0.5,2,8,0,"Number[1.9357990102052667 + 0.5343278479890453im, 0.0018589198533445943 + 0.001999676094546534im, 0.0032136076259645418 + 0.0029222258145620733im, 0.004304634561076849 - 1.0947644252537633e-47im, 0.010041176045101716 + 4.3790577010150533e-47im, 0.176277643218572 + 0.0im]","[9.687579760133774, 0.010425237209707196, 0.01482523264182373, 0.004063615598429739, 0.17627764321857192, 0.010094248985953454]","[240.68711352452476, 6.0169092145263825, 109.93882993397533]"
0.5,2,8,0,"Number[1.916532447331311 - 0.5319686007932914im, 0.0018864679382996996 - 0.0018518349151079817im, 0.0024217861718423836 - 0.002253596154241055im, 0.0034548281293775665 + 0.0im, 0.010566345384002881 + 0.0im, 0.22405750587422021 + 0.0im]","[4.69741368978963, 0.007877307456658376, 0.007920675252171964, 0.0033031969650065543, 0.2240575058742203, 0.010572459356966895]","[305.73603761028363, 3.461117186749552, 125.49877386814326]"
0.5,2,8,0,"Number[3.2621176321482577 + 0.4126294606908438im, 0.001479820558031339 + 0.0014862306290187488im, 0.002693044392730496 + 0.0026518428643347333im, 0.0052382711410422535 + 0.0im, 0.009130358151377126 + 1.3363823550460978e-50im, 0.1683041531403098 + 0.0im]","[6.523520031539943, 0.012603340177127654, 0.009753777215481148, 0.005038702729506399, 0.1683041531403098, 0.009161849961700143]","[328.6424422987407, 3.9768014331587187, 76.39083179722823]"
0.5,3,18,1,"Number[2.0248655025177955, 0.0034898957788738905, 0.003535344919728676, 0.0035228192410673635, 0.006051769497847264, 0.2759510776023159]","[7.3513079829494, 0.01183590152315616, 0.012120655088458054, 0.0035524322214571143, 0.275951077602316, 0.006048613497920876]","[302.52906148934073, 4.319695730034907, 143.2502961700533]"
0.5,3,2,1,"Number[2.6178887867808434, 0.006561972573288186, 0.005396511472741518, 0.005649389050931777, 0.01091502919577164, 0.27935386996217515]","[3.921502471656178, 0.007779909588233911, 0.012751916185605927, 0.005658499418701594, 0.2793538699621752, 0.010908814172149226]","[166.51394205166153, 5.018092849788992, 51.768686462156644]"
0.5,3,10,1,"Number[1.3562564696686783, 0.0052424566276913975, 0.0025357928231215863, 0.005936983477382204, 0.008113578968616603, 0.15567831288275433]","[6.969799760782825, 0.01508376434893956, 0.016630812008234797, 0.006264974723194644, 0.1556783128827544, 0.008100278007738684]","[328.60226274126376, 4.832385844597302, 144.5839032255054]"
0.5,3,13,1,"Number[2.114668244459616, 0.00446168246548915, 0.005292938147622906, 0.006453749784797358, 0.009828753306196501, 0.15296838553434858]","[7.297931194052555, 0.012173820934221643, 0.014487896129571298, 0.006643537026893473, 0.15296838553434872, 0.009828162472582586]","[186.02858099171996, 2.516323280655755, 112.84787758293146]"
0.5,3,1,1,"Number[2.562597662086273, -0.0015268658623531909, 0.005420503679568299, 0.004716806023929183, 0.008045559049393823, 0.26126622494215535]","[6.9435020695965015, 0.01228872359594052, 0.006162398181740637, 0.004778054793201158, 0.2612662249421553, 0.008044065775317232]","[322.15945079189817, 2.759154846314546, 122.26852900322363]"
0.5,3,13,1,"Number[2.9894480594048978, 0.00021752999906709573, 0.006045859027219828, 0.0026467793875763683, 0.008961239160010707, 0.23137449904244828]","[9.891073856219379, 0.011572931804509039, 0.011496889810107885, 0.002649072114477129, 0.23137449904244833, 0.008959064122223317]","[243.02502594193837, 7.451327480044282, 91.76266140338222]"
0.5,3,16,1,"Number[2.0212456345009424, 0.0033584424094559857, 0.003989193346946606, 0.0027587789461153227, 0.010932308993429783, 0.2801582756077955]","[3.739270653329329, 0.012126994635811232, 0.008076145253501178, 0.002764611962609365, 0.2801582756077955, 0.010928899442463953]","[292.8364183350951, 7.463837110654044, 118.31829779078565]"
0.5,3,21,1,"Number[1.6147427314692178, 0.005023722959564163, 0.0030328930316825395, 0.00544941066600132, 0.008791891430291826, 0.24451318376626008]","[5.351606187321373, 0.01447599090961596, 0.01669366059173244, 0.005511783422580395, 0.24451318376626008, 0.008784170695887824]","[357.28698103662134, 4.206107757287194, 100.98203189726942]"
0.5,3,9,1,"Number[1.7684046489957013, 0.004546898577318498, 0.003212704434639851, 0.0048537689078880794, 0.004554876146673371, 0.23221196385153078]","[3.3422032043229786, 0.018096392420414865, 0.009168665098523801, 0.0049599003558407125, 0.2322119638515307, 0.004550883715832539]","[301.2979957266605, 3.0746855741416645, 137.38890078522965]"
0.5,3,10,1,"Number[2.475190287767612, 0.0019290403144538156, 0.005090695117456106, 0.002605241813040274, 0.008530162765370919, 0.1315500768192923]","[8.512322757137218, 0.009815270817910629, 0.011572301413049497, 0.0026091444973371214, 0.13155007681929232, 0.008528606744325143]","[244.96098159008704, 5.798615913637487, 113.31971032404942]"
0.5,3,22,1,"Number[2.8165648557942604, 0.003232193764250432, 0.003611585224322783, 0.00404626296377953, 0.00628969436920649, 0.11021995751199848]","[5.621724735839787, 0.008430980615905328, 0.01222098286034809, 0.004051711592503401, 0.11021995751199841, 0.006287300953206568]","[362.7678340761628, 4.539972475880095, 69.72098717749257]"
0.5,3,18,1,"Number[1.8804912568347916, 0.003807403152995299, 0.003949085014994369, 0.003002919801136511, 0.0038321728276565657, 0.2653277406786202]","[7.170703484792822, 0.016452421327199415, 0.014570384458647168, 0.003011436894703524, 0.2653277406786202, 0.0038307087889973904]","[285.49855672225755, 3.997205789049512, 120.74978614723382]"
0.5,3,17,1,"Number[2.3875144513589284, 0.0017020752440492723, 0.004787206694885959, 0.0034533396176240497, 0.00948723056445087, 0.21831255265215696]","[5.2252118088872646, 0.008129531393048353, 0.006105864641247391, 0.003480116686248312, 0.21831255265215704, 0.009482106463920961]","[238.43181679681294, 5.876264160999802, 142.1738605463235]"
0.5,3,26,1,"Number[5.033681568136264, 0.0023895390903134572, 0.004012732314756712, 0.004517047452596054, 0.009575063774017312, 0.30574653725838]","[6.425618981077985, 0.014520108058988733, 0.0065336991995478275, 0.004520773716136987, 0.30574653725837997, 0.00957199675139581]","[364.97374050718133, 5.265442284534922, 52.23700454477505]"
0.5,3,3,1,"Number[0.5760341612127612, -0.01433002408889029, 0.011839458565542887, 0.003404604122940517, 0.010073399343266811, 0.10676054854273911]","[9.440149335545733, 0.014540686055271097, 0.006137581889339008, 0.0034286605159457996, 0.10676054854273924, 0.010067037312476147]","[290.52582767159316, 6.630919073655533, 139.83911751235826]"
0.5,3,10,1,"Number[2.755705705184429, 0.0009933153737155926, 0.005688813819147085, 0.002561108500285551, 0.010424167107637902, 0.17243867765210733]","[8.165431307450978, 0.009325289700319532, 0.009004939224150792, 0.002564757406803791, 0.1724386776521073, 0.010424037261976327]","[223.89602007874566, 2.5428945145354636, 116.26483273169019]"
0.5,3,19,1,"Number[2.613883567530309, 0.0037370645472544588, 0.00437824016957763, 0.006267175480241442, 0.00646833112951433, 0.2686646989356773]","[3.4042172716159413, 0.016887075700995773, 0.006093374872236124, 0.006388212657046775, 0.2686646989356774, 0.006436256372871313]","[276.15463068505994, 5.954912619872777, 100.9228781555146]"
0.5,3,1,1,"Number[2.75866786615268, 0.0036707399194254057, 0.004921592632248368, 0.0048226867293705965, 0.0072429884301399156, 0.21641773187727148]","[5.222061503143443, 0.00992031911772466, 0.010496887805132485, 0.004839766311599668, 0.21641773187727154, 0.007229486497551533]","[242.6289423966491, 6.943921651844352, 77.61063551132602]"
0.5,3,25,1,"Number[1.7732288166261547, 0.005076656151823854, 0.00357578314281867, 0.005685811691042983, 0.010601645679576766, 0.2201628876147937]","[3.5873260212357, 0.013233298085906783, 0.012651424779588652, 0.0057363990802898925, 0.22016288761479358, 0.01059853637299155]","[313.7275879286106, 3.0999409926778316, 90.4511011095876]"
0.5,3,1,1,"Number[2.4619177848416567, 0.002107756718978357, 0.005872012796573881, 0.005390638416799859, 0.008387159315996824, 0.17803514734294132]","[5.817351759735336, 0.015665367886861774, 0.01011723083219689, 0.005445836403898641, 0.17803514734294135, 0.008384196977424034]","[230.11672486195454, 2.975733239024957, 99.45377419336174]"
0.5,4,64,0,"Number[0.7242645741695977 + 2.676148851371746im, 0.009085475338468782 + 0.012573712628359475im, -0.0024057746472379037 - 0.014866619392077288im, 0.02494510332527928 + 1.5930919111324523e-58im, -0.005666190405843401 - 6.372367644529809e-58im, 0.2675866058135663 + 0.0im]","[3.6379185079531777, 0.017183588948823596, 0.010207652009509387, 0.004113892840293664, 0.26758660581356625, 0.003941486841139561]","[249.82115516399014, 7.490297078946257, 95.85663984145523]"
0.5,4,64,0,"Number[0.4211574904794479 - 1.0136305301683386im, -0.00501231583050677 - 0.01830456130183774im, 0.012593895211521525 + 0.0016658625949320534im, 0.04031519267495644 - 1.8546030753437107e-68im, -0.003987767523153416 + 4.4510473808249057e-67im, 0.29926656289521425 + 0.0im]","[3.4967212528550973, 0.015363666453087206, 0.012446552901859847, 0.0034062246971793544, 0.2992665628952142, 0.004234938789181059]","[135.20496553476352, 3.750131390919572, 62.569007647201836]"
0.5,4,64,0,"Number[2.707264393893605 - 0.31310968601190886im, 0.0020458622339516973 - 0.0010565626540956163im, 0.004738079433700169 - 0.0024228929548914427im, 0.005140832819980559 + 0.02583904476159633im, 0.001846498244101807 - 0.002145307246547955im, 0.1325247775322203 + 0.0im]","[8.019861803138639, 0.017582149417015157, 0.012029465926071889, 0.0031222423263188304, 0.1325247775322202, 0.007534781366491704]","[319.40283526698386, 4.483594613595727, 104.54842889905703]"
0.5,4,64,0,"Number[2.76462033701624 - 1.8516903572609016im, 0.0027881264649286695 - 0.010867811451672219im, 0.00760123509720376 + 0.006941913836412358im, 0.04354946834088945 + 3.0226589942830556e-77im, 0.0021072922928294146 - 8.636168555094445e-78im, 0.12343756079738327 + 0.0im]","[4.910308468059554, 0.01640546466138733, 0.008661458253907078, 0.006937543919570384, 0.12343756079738329, 0.006971832568161328]","[208.84940294639634, 3.234121734900933, 56.05294903535769]"
