param_set,taylor_degree,true_parameters,pred_parameters
71,6,"[7.135148227904372, 0.010690260012562708, 0.012727695435661258, 0.004359999837976527, 0.20013567056749088, 0.008094551695111992]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
71,7,"[7.135148227904372, 0.010690260012562708, 0.012727695435661258, 0.004359999837976527, 0.20013567056749088, 0.008094551695111992]","[3.2818561541989144, 0.005088853236754107, 0.008435414336642728, 0.00469999892786997, 0.007629000544887018, 0.2055]"
72,1,"[7.270518557063122, 0.010476149382264125, 0.012263256227135297, 0.004710671053488339, 0.22986567736745867, 0.005935473678051071]","[2.2896757395491107, 0.0018267801166781661, 0.0030925079564779554, 0.0037303600957816307, 0.0077270861069568915, 0.2055]"
72,2,"[7.270518557063122, 0.010476149382264125, 0.012263256227135297, 0.004710671053488339, 0.22986567736745867, 0.005935473678051071]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
72,3,"[7.270518557063122, 0.010476149382264125, 0.012263256227135297, 0.004710671053488339, 0.22986567736745867, 0.005935473678051071]","[2.536283655108441, 0.002904890599537024, 0.004980616635739676, 0.004668676974432707, 0.007636629333902229, 0.2055]"
72,4,"[7.270518557063122, 0.010476149382264125, 0.012263256227135297, 0.004710671053488339, 0.22986567736745867, 0.005935473678051071]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
72,5,"[7.270518557063122, 0.010476149382264125, 0.012263256227135297, 0.004710671053488339, 0.22986567736745867, 0.005935473678051071]","[2.8818906010301473, 0.003983890490143537, 0.006767306234727974, 0.004699744735363736, 0.007629096839143213, 0.2055]"
72,6,"[7.270518557063122, 0.010476149382264125, 0.012263256227135297, 0.004710671053488339, 0.22986567736745867, 0.005935473678051071]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
72,7,"[7.270518557063122, 0.010476149382264125, 0.012263256227135297, 0.004710671053488339, 0.22986567736745867, 0.005935473678051071]","[3.281856154198911, 0.005088853236754095, 0.008435414336642747, 0.00469999892786997, 0.007629000544887016, 0.2055]"
73,1,"[7.392971960669596, 0.011244787866156961, 0.011140620990658231, 0.005335405318150897, 0.16283881905343298, 0.0071193580005571005]","[2.289675739549111, 0.0018267801166781661, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956891, 0.2055]"
73,2,"[7.392971960669596, 0.011244787866156961, 0.011140620990658231, 0.005335405318150897, 0.16283881905343298, 0.0071193580005571005]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73,3,"[7.392971960669596, 0.011244787866156961, 0.011140620990658231, 0.005335405318150897, 0.16283881905343298, 0.0071193580005571005]","[2.536283655108442, 0.0029048905995370266, 0.004980616635739675, 0.0046686769744327065, 0.007636629333902233, 0.2055]"
73,4,"[7.392971960669596, 0.011244787866156961, 0.011140620990658231, 0.005335405318150897, 0.16283881905343298, 0.0071193580005571005]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73,5,"[7.392971960669596, 0.011244787866156961, 0.011140620990658231, 0.005335405318150897, 0.16283881905343298, 0.0071193580005571005]","[2.8818906010301446, 0.003983890490143529, 0.00676730623472798, 0.004699744735363736, 0.007629096839143213, 0.2055]"
73,6,"[7.392971960669596, 0.011244787866156961, 0.011140620990658231, 0.005335405318150897, 0.16283881905343298, 0.0071193580005571005]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73,7,"[7.392971960669596, 0.011244787866156961, 0.011140620990658231, 0.005335405318150897, 0.16283881905343298, 0.0071193580005571005]","[3.2818561541989233, 0.005088853236754132, 0.00843541433664272, 0.00469999892786997, 0.007629000544887016, 0.2055]"
74,1,"[6.333123734956005, 0.010066357424309627, 0.009425501621207368, 0.004214092766294789, 0.23139131272941438, 0.009472916174874266]","[2.2896757395491107, 0.001826780116678166, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956897, 0.2055]"
74,2,"[6.333123734956005, 0.010066357424309627, 0.009425501621207368, 0.004214092766294789, 0.23139131272941438, 0.009472916174874266]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
74,3,"[6.333123734956005, 0.010066357424309627, 0.009425501621207368, 0.004214092766294789, 0.23139131272941438, 0.009472916174874266]","[2.536283655108441, 0.0029048905995370236, 0.004980616635739674, 0.004668676974432707, 0.007636629333902227, 0.2055]"
74,4,"[6.333123734956005, 0.010066357424309627, 0.009425501621207368, 0.004214092766294789, 0.23139131272941438, 0.009472916174874266]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
74,5,"[6.333123734956005, 0.010066357424309627, 0.009425501621207368, 0.004214092766294789, 0.23139131272941438, 0.009472916174874266]","[2.881890601030145, 0.0039838904901435285, 0.00676730623472798, 0.004699744735363736, 0.007629096839143215, 0.2055]"
74,6,"[6.333123734956005, 0.010066357424309627, 0.009425501621207368, 0.004214092766294789, 0.23139131272941438, 0.009472916174874266]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
74,7,"[6.333123734956005, 0.010066357424309627, 0.009425501621207368, 0.004214092766294789, 0.23139131272941438, 0.009472916174874266]","[3.281856154198925, 0.0050888532367541406, 0.008435414336642709, 0.00469999892786997, 0.007629000544887015, 0.2055]"
75,1,"[7.709517106660936, 0.01460970113308861, 0.009558502757774956, 0.004662183571839072, 0.1953378396429716, 0.006767067125088564]","[2.289675739549111, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956895, 0.2055]"
75,2,"[7.709517106660936, 0.01460970113308861, 0.009558502757774956, 0.004662183571839072, 0.1953378396429716, 0.006767067125088564]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75,3,"[7.709517106660936, 0.01460970113308861, 0.009558502757774956, 0.004662183571839072, 0.1953378396429716, 0.006767067125088564]","[2.536283655108442, 0.0029048905995370266, 0.004980616635739674, 0.004668676974432707, 0.00763662933390223, 0.2055]"
75,4,"[7.709517106660936, 0.01460970113308861, 0.009558502757774956, 0.004662183571839072, 0.1953378396429716, 0.006767067125088564]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75,5,"[7.709517106660936, 0.01460970113308861, 0.009558502757774956, 0.004662183571839072, 0.1953378396429716, 0.006767067125088564]","[2.8818906010301455, 0.003983890490143529, 0.006767306234727979, 0.004699744735363735, 0.00762909683914322, 0.2055]"
75,6,"[7.709517106660936, 0.01460970113308861, 0.009558502757774956, 0.004662183571839072, 0.1953378396429716, 0.006767067125088564]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75,7,"[7.709517106660936, 0.01460970113308861, 0.009558502757774956, 0.004662183571839072, 0.1953378396429716, 0.006767067125088564]","[3.281856154198917, 0.005088853236754116, 0.00843541433664273, 0.00469999892786997, 0.007629000544887018, 0.2055]"
76,1,"[5.6074595413370805, 0.010355231525666149, 0.01098374852098773, 0.004654054259301059, 0.24893650974877934, 0.0067913163050819444]","[2.2896757395491107, 0.001826780116678166, 0.003092507956477956, 0.0037303600957816303, 0.007727086106956894, 0.2055]"
76,2,"[5.6074595413370805, 0.010355231525666149, 0.01098374852098773, 0.004654054259301059, 0.24893650974877934, 0.0067913163050819444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,3,"[5.6074595413370805, 0.010355231525666149, 0.01098374852098773, 0.004654054259301059, 0.24893650974877934, 0.0067913163050819444]","[2.53628365510844, 0.002904890599537021, 0.004980616635739676, 0.0046686769744327065, 0.007636629333902235, 0.2055]"
76,4,"[5.6074595413370805, 0.010355231525666149, 0.01098374852098773, 0.004654054259301059, 0.24893650974877934, 0.0067913163050819444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,5,"[5.6074595413370805, 0.010355231525666149, 0.01098374852098773, 0.004654054259301059, 0.24893650974877934, 0.0067913163050819444]","[2.881890601030149, 0.003983890490143542, 0.0067673062347279695, 0.004699744735363736, 0.007629096839143218, 0.2055]"
76,6,"[5.6074595413370805, 0.010355231525666149, 0.01098374852098773, 0.004654054259301059, 0.24893650974877934, 0.0067913163050819444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,7,"[5.6074595413370805, 0.010355231525666149, 0.01098374852098773, 0.004654054259301059, 0.24893650974877934, 0.0067913163050819444]","[3.2818561541989117, 0.005088853236754098, 0.00843541433664273, 0.00469999892786997, 0.007629000544887015, 0.2055]"
77,1,"[8.180780849307563, 0.011779799969652106, 0.01023068251164896, 0.004771310631834244, 0.24649099374480823, 0.00785252888416919]","[2.289675739549111, 0.001826780116678167, 0.003092507956477955, 0.0037303600957816307, 0.007727086106956894, 0.2055]"
77,2,"[8.180780849307563, 0.011779799969652106, 0.01023068251164896, 0.004771310631834244, 0.24649099374480823, 0.00785252888416919]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
77,3,"[8.180780849307563, 0.011779799969652106, 0.01023068251164896, 0.004771310631834244, 0.24649099374480823, 0.00785252888416919]","[2.536283655108442, 0.002904890599537025, 0.0049806166357396755, 0.004668676974432707, 0.0076366293339022295, 0.2055]"
77,4,"[8.180780849307563, 0.011779799969652106, 0.01023068251164896, 0.004771310631834244, 0.24649099374480823, 0.00785252888416919]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
77,5,"[8.180780849307563, 0.011779799969652106, 0.01023068251164896, 0.004771310631834244, 0.24649099374480823, 0.00785252888416919]","[2.8818906010301424, 0.003983890490143519, 0.006767306234727986, 0.004699744735363736, 0.007629096839143215, 0.2055]"
77,6,"[8.180780849307563, 0.011779799969652106, 0.01023068251164896, 0.004771310631834244, 0.24649099374480823, 0.00785252888416919]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
77,7,"[8.180780849307563, 0.011779799969652106, 0.01023068251164896, 0.004771310631834244, 0.24649099374480823, 0.00785252888416919]","[3.2818561541989166, 0.005088853236754114, 0.008435414336642725, 0.00469999892786997, 0.007629000544887018, 0.2055]"
78,1,"[7.786862057342753, 0.013204840776462215, 0.013174591564977543, 0.0057187931250180755, 0.198124441202235, 0.009416046487704425]","[2.2896757395491107, 0.0018267801166781661, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956892, 0.2055]"
78,2,"[7.786862057342753, 0.013204840776462215, 0.013174591564977543, 0.0057187931250180755, 0.198124441202235, 0.009416046487704425]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
78,3,"[7.786862057342753, 0.013204840776462215, 0.013174591564977543, 0.0057187931250180755, 0.198124441202235, 0.009416046487704425]","[2.536283655108441, 0.002904890599537025, 0.004980616635739674, 0.0046686769744327065, 0.007636629333902235, 0.2055]"
78,4,"[7.786862057342753, 0.013204840776462215, 0.013174591564977543, 0.0057187931250180755, 0.198124441202235, 0.009416046487704425]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
78,5,"[7.786862057342753, 0.013204840776462215, 0.013174591564977543, 0.0057187931250180755, 0.198124441202235, 0.009416046487704425]","[2.8818906010301486, 0.003983890490143542, 0.0067673062347279695, 0.004699744735363736, 0.007629096839143216, 0.2055]"
78,6,"[7.786862057342753, 0.013204840776462215, 0.013174591564977543, 0.0057187931250180755, 0.198124441202235, 0.009416046487704425]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
78,7,"[7.786862057342753, 0.013204840776462215, 0.013174591564977543, 0.0057187931250180755, 0.198124441202235, 0.009416046487704425]","[3.28185615419892, 0.005088853236754123, 0.008435414336642728, 0.00469999892786997, 0.007629000544887016, 0.2055]"
79,1,"[4.958724307090474, 0.011452596261249854, 0.013711161384554065, 0.004836121511688794, 0.2509230522623127, 0.008953602161138288]","[2.2896757395491107, 0.0018267801166781661, 0.003092507956477956, 0.0037303600957816307, 0.007727086106956893, 0.2055]"
79,2,"[4.958724307090474, 0.011452596261249854, 0.013711161384554065, 0.004836121511688794, 0.2509230522623127, 0.008953602161138288]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79,3,"[4.958724307090474, 0.011452596261249854, 0.013711161384554065, 0.004836121511688794, 0.2509230522623127, 0.008953602161138288]","[2.536283655108442, 0.0029048905995370257, 0.004980616635739674, 0.0046686769744327065, 0.007636629333902234, 0.2055]"
79,4,"[4.958724307090474, 0.011452596261249854, 0.013711161384554065, 0.004836121511688794, 0.2509230522623127, 0.008953602161138288]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79,5,"[4.958724307090474, 0.011452596261249854, 0.013711161384554065, 0.004836121511688794, 0.2509230522623127, 0.008953602161138288]","[2.881890601030148, 0.003983890490143541, 0.006767306234727971, 0.004699744735363735, 0.00762909683914322, 0.2055]"
79,6,"[4.958724307090474, 0.011452596261249854, 0.013711161384554065, 0.004836121511688794, 0.2509230522623127, 0.008953602161138288]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79,7,"[4.958724307090474, 0.011452596261249854, 0.013711161384554065, 0.004836121511688794, 0.2509230522623127, 0.008953602161138288]","[3.2818561541989117, 0.005088853236754099, 0.008435414336642728, 0.00469999892786997, 0.007629000544887015, 0.2055]"
80,1,"[7.4262494504152965, 0.013768352499520443, 0.013248166868818854, 0.004151732430192961, 0.1834366616215506, 0.0094036691519114]","[2.2896757395491107, 0.001826780116678166, 0.003092507956477956, 0.0037303600957816307, 0.007727086106956894, 0.2055]"
80,2,"[7.4262494504152965, 0.013768352499520443, 0.013248166868818854, 0.004151732430192961, 0.1834366616215506, 0.0094036691519114]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80,3,"[7.4262494504152965, 0.013768352499520443, 0.013248166868818854, 0.004151732430192961, 0.1834366616215506, 0.0094036691519114]","[2.536283655108441, 0.0029048905995370244, 0.004980616635739675, 0.004668676974432707, 0.007636629333902228, 0.2055]"
80,4,"[7.4262494504152965, 0.013768352499520443, 0.013248166868818854, 0.004151732430192961, 0.1834366616215506, 0.0094036691519114]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80,5,"[7.4262494504152965, 0.013768352499520443, 0.013248166868818854, 0.004151732430192961, 0.1834366616215506, 0.0094036691519114]","[2.881890601030145, 0.003983890490143528, 0.006767306234727982, 0.004699744735363736, 0.007629096839143215, 0.2055]"
80,6,"[7.4262494504152965, 0.013768352499520443, 0.013248166868818854, 0.004151732430192961, 0.1834366616215506, 0.0094036691519114]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80,7,"[7.4262494504152965, 0.013768352499520443, 0.013248166868818854, 0.004151732430192961, 0.1834366616215506, 0.0094036691519114]","[3.2818561541989215, 0.005088853236754131, 0.008435414336642714, 0.00469999892786997, 0.007629000544887016, 0.2055]"
81,1,"[5.807728047133538, 0.010178964449807067, 0.014380941636450519, 0.005024105688405356, 0.23773428924509288, 0.008375753118758765]","[2.289675739549111, 0.0018267801166781661, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956895, 0.2055]"
81,2,"[5.807728047133538, 0.010178964449807067, 0.014380941636450519, 0.005024105688405356, 0.23773428924509288, 0.008375753118758765]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81,3,"[5.807728047133538, 0.010178964449807067, 0.014380941636450519, 0.005024105688405356, 0.23773428924509288, 0.008375753118758765]","[2.536283655108441, 0.002904890599537025, 0.004980616635739674, 0.004668676974432707, 0.0076366293339022295, 0.2055]"
81,4,"[5.807728047133538, 0.010178964449807067, 0.014380941636450519, 0.005024105688405356, 0.23773428924509288, 0.008375753118758765]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81,5,"[5.807728047133538, 0.010178964449807067, 0.014380941636450519, 0.005024105688405356, 0.23773428924509288, 0.008375753118758765]","[2.8818906010301437, 0.0039838904901435285, 0.0067673062347279765, 0.004699744735363736, 0.007629096839143216, 0.2055]"
81,6,"[5.807728047133538, 0.010178964449807067, 0.014380941636450519, 0.005024105688405356, 0.23773428924509288, 0.008375753118758765]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81,7,"[5.807728047133538, 0.010178964449807067, 0.014380941636450519, 0.005024105688405356, 0.23773428924509288, 0.008375753118758765]","[3.281856154198916, 0.005088853236754113, 0.00843541433664272, 0.00469999892786997, 0.007629000544887018, 0.2055]"
82,1,"[6.3667912562132365, 0.011362652108008868, 0.009614615303768658, 0.005125152102110255, 0.2279840849705811, 0.00886625811467892]","[2.2896757395491107, 0.0018267801166781663, 0.0030925079564779554, 0.0037303600957816307, 0.0077270861069568915, 0.2055]"
82,2,"[6.3667912562132365, 0.011362652108008868, 0.009614615303768658, 0.005125152102110255, 0.2279840849705811, 0.00886625811467892]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82,3,"[6.3667912562132365, 0.011362652108008868, 0.009614615303768658, 0.005125152102110255, 0.2279840849705811, 0.00886625811467892]","[2.536283655108441, 0.0029048905995370227, 0.004980616635739677, 0.004668676974432707, 0.007636629333902228, 0.2055]"
82,4,"[6.3667912562132365, 0.011362652108008868, 0.009614615303768658, 0.005125152102110255, 0.2279840849705811, 0.00886625811467892]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82,5,"[6.3667912562132365, 0.011362652108008868, 0.009614615303768658, 0.005125152102110255, 0.2279840849705811, 0.00886625811467892]","[2.881890601030145, 0.003983890490143527, 0.006767306234727984, 0.004699744735363736, 0.007629096839143216, 0.2055]"
82,6,"[6.3667912562132365, 0.011362652108008868, 0.009614615303768658, 0.005125152102110255, 0.2279840849705811, 0.00886625811467892]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82,7,"[6.3667912562132365, 0.011362652108008868, 0.009614615303768658, 0.005125152102110255, 0.2279840849705811, 0.00886625811467892]","[3.281856154198921, 0.005088853236754127, 0.00843541433664271, 0.00469999892786997, 0.007629000544887015, 0.2055]"
83,1,"[7.0495920327422485, 0.01162237540165153, 0.009143480154222184, 0.004102992588133818, 0.244298048081474, 0.008754340083616327]","[2.289675739549111, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956892, 0.2055]"
83,2,"[7.0495920327422485, 0.01162237540165153, 0.009143480154222184, 0.004102992588133818, 0.244298048081474, 0.008754340083616327]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
83,3,"[7.0495920327422485, 0.01162237540165153, 0.009143480154222184, 0.004102992588133818, 0.244298048081474, 0.008754340083616327]","[2.5362836551084404, 0.002904890599537024, 0.004980616635739674, 0.0046686769744327065, 0.007636629333902234, 0.2055]"
83,4,"[7.0495920327422485, 0.01162237540165153, 0.009143480154222184, 0.004102992588133818, 0.244298048081474, 0.008754340083616327]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
83,5,"[7.0495920327422485, 0.01162237540165153, 0.009143480154222184, 0.004102992588133818, 0.244298048081474, 0.008754340083616327]","[2.8818906010301473, 0.003983890490143535, 0.006767306234727974, 0.004699744735363736, 0.007629096839143218, 0.2055]"
83,6,"[7.0495920327422485, 0.01162237540165153, 0.009143480154222184, 0.004102992588133818, 0.244298048081474, 0.008754340083616327]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
83,7,"[7.0495920327422485, 0.01162237540165153, 0.009143480154222184, 0.004102992588133818, 0.244298048081474, 0.008754340083616327]","[3.281856154198921, 0.0050888532367541275, 0.008435414336642714, 0.00469999892786997, 0.007629000544887016, 0.2055]"
84,1,"[7.147520058507611, 0.012734111800709323, 0.011844340480309322, 0.0040978314328094885, 0.23348808015121159, 0.009184211657174991]","[2.289675739549111, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956895, 0.2055]"
84,2,"[7.147520058507611, 0.012734111800709323, 0.011844340480309322, 0.0040978314328094885, 0.23348808015121159, 0.009184211657174991]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
84,3,"[7.147520058507611, 0.012734111800709323, 0.011844340480309322, 0.0040978314328094885, 0.23348808015121159, 0.009184211657174991]","[2.53628365510844, 0.0029048905995370223, 0.004980616635739676, 0.0046686769744327065, 0.007636629333902235, 0.2055]"
84,4,"[7.147520058507611, 0.012734111800709323, 0.011844340480309322, 0.0040978314328094885, 0.23348808015121159, 0.009184211657174991]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
84,5,"[7.147520058507611, 0.012734111800709323, 0.011844340480309322, 0.0040978314328094885, 0.23348808015121159, 0.009184211657174991]","[2.8818906010301464, 0.003983890490143534, 0.006767306234727976, 0.004699744735363735, 0.007629096839143222, 0.2055]"
84,6,"[7.147520058507611, 0.012734111800709323, 0.011844340480309322, 0.0040978314328094885, 0.23348808015121159, 0.009184211657174991]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
84,7,"[7.147520058507611, 0.012734111800709323, 0.011844340480309322, 0.0040978314328094885, 0.23348808015121159, 0.009184211657174991]","[3.281856154198913, 0.005088853236754102, 0.008435414336642737, 0.00469999892786997, 0.007629000544887018, 0.2055]"
85,1,"[6.224968699870276, 0.009958992398331227, 0.01389846325928009, 0.004152136866039207, 0.24795156703894905, 0.0063138204083518735]","[2.289675739549111, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956893, 0.2055]"
85,2,"[6.224968699870276, 0.009958992398331227, 0.01389846325928009, 0.004152136866039207, 0.24795156703894905, 0.0063138204083518735]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
85,3,"[6.224968699870276, 0.009958992398331227, 0.01389846325928009, 0.004152136866039207, 0.24795156703894905, 0.0063138204083518735]","[2.536283655108441, 0.002904890599537025, 0.004980616635739673, 0.004668676974432707, 0.0076366293339022295, 0.2055]"
85,4,"[6.224968699870276, 0.009958992398331227, 0.01389846325928009, 0.004152136866039207, 0.24795156703894905, 0.0063138204083518735]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
85,5,"[6.224968699870276, 0.009958992398331227, 0.01389846325928009, 0.004152136866039207, 0.24795156703894905, 0.0063138204083518735]","[2.8818906010301437, 0.003983890490143523, 0.006767306234727984, 0.004699744735363736, 0.007629096839143214, 0.2055]"
85,6,"[6.224968699870276, 0.009958992398331227, 0.01389846325928009, 0.004152136866039207, 0.24795156703894905, 0.0063138204083518735]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
85,7,"[6.224968699870276, 0.009958992398331227, 0.01389846325928009, 0.004152136866039207, 0.24795156703894905, 0.0063138204083518735]","[3.28185615419891, 0.005088853236754092, 0.008435414336642747, 0.00469999892786997, 0.007629000544887019, 0.2055]"
86,1,"[4.961670403538625, 0.013072525025791745, 0.012851002557872152, 0.005492040962491496, 0.2552565439618659, 0.009021354846779028]","[2.2896757395491107, 0.001826780116678166, 0.003092507956477956, 0.0037303600957816303, 0.007727086106956893, 0.2055]"
86,2,"[4.961670403538625, 0.013072525025791745, 0.012851002557872152, 0.005492040962491496, 0.2552565439618659, 0.009021354846779028]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
86,3,"[4.961670403538625, 0.013072525025791745, 0.012851002557872152, 0.005492040962491496, 0.2552565439618659, 0.009021354846779028]","[2.536283655108442, 0.002904890599537026, 0.004980616635739672, 0.0046686769744327065, 0.0076366293339022355, 0.2055]"
86,4,"[4.961670403538625, 0.013072525025791745, 0.012851002557872152, 0.005492040962491496, 0.2552565439618659, 0.009021354846779028]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
86,5,"[4.961670403538625, 0.013072525025791745, 0.012851002557872152, 0.005492040962491496, 0.2552565439618659, 0.009021354846779028]","[2.881890601030146, 0.00398389049014353, 0.0067673062347279765, 0.004699744735363736, 0.007629096839143213, 0.2055]"
86,6,"[4.961670403538625, 0.013072525025791745, 0.012851002557872152, 0.005492040962491496, 0.2552565439618659, 0.009021354846779028]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
86,7,"[4.961670403538625, 0.013072525025791745, 0.012851002557872152, 0.005492040962491496, 0.2552565439618659, 0.009021354846779028]","[3.281856154198918, 0.005088853236754118, 0.008435414336642726, 0.00469999892786997, 0.007629000544887018, 0.2055]"
87,1,"[6.926725508303494, 0.010983783408161465, 0.009812153844339075, 0.00443789369080298, 0.2106459863668842, 0.009120514997617749]","[2.289675739549111, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956897, 0.2055]"
87,2,"[6.926725508303494, 0.010983783408161465, 0.009812153844339075, 0.00443789369080298, 0.2106459863668842, 0.009120514997617749]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
87,3,"[6.926725508303494, 0.010983783408161465, 0.009812153844339075, 0.00443789369080298, 0.2106459863668842, 0.009120514997617749]","[2.53628365510844, 0.0029048905995370214, 0.004980616635739677, 0.004668676974432707, 0.007636629333902228, 0.2055]"
87,4,"[6.926725508303494, 0.010983783408161465, 0.009812153844339075, 0.00443789369080298, 0.2106459863668842, 0.009120514997617749]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
87,5,"[6.926725508303494, 0.010983783408161465, 0.009812153844339075, 0.00443789369080298, 0.2106459863668842, 0.009120514997617749]","[2.881890601030147, 0.00398389049014353, 0.0067673062347279765, 0.004699744735363736, 0.007629096839143216, 0.2055]"
87,6,"[6.926725508303494, 0.010983783408161465, 0.009812153844339075, 0.00443789369080298, 0.2106459863668842, 0.009120514997617749]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
87,7,"[6.926725508303494, 0.010983783408161465, 0.009812153844339075, 0.00443789369080298, 0.2106459863668842, 0.009120514997617749]","[3.2818561541989095, 0.005088853236754091, 0.008435414336642742, 0.00469999892786997, 0.007629000544887015, 0.2055]"
88,1,"[5.228976931551195, 0.010381299978218586, 0.013167321488778534, 0.0052026358452064315, 0.16069789765775128, 0.006241756645831562]","[2.289675739549111, 0.0018267801166781661, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956895, 0.2055]"
88,2,"[5.228976931551195, 0.010381299978218586, 0.013167321488778534, 0.0052026358452064315, 0.16069789765775128, 0.006241756645831562]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
88,3,"[5.228976931551195, 0.010381299978218586, 0.013167321488778534, 0.0052026358452064315, 0.16069789765775128, 0.006241756645831562]","[2.53628365510844, 0.0029048905995370214, 0.004980616635739676, 0.0046686769744327065, 0.007636629333902235, 0.2055]"
88,4,"[5.228976931551195, 0.010381299978218586, 0.013167321488778534, 0.0052026358452064315, 0.16069789765775128, 0.006241756645831562]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
88,5,"[5.228976931551195, 0.010381299978218586, 0.013167321488778534, 0.0052026358452064315, 0.16069789765775128, 0.006241756645831562]","[2.881890601030145, 0.003983890490143529, 0.00676730623472798, 0.004699744735363736, 0.007629096839143217, 0.2055]"
88,6,"[5.228976931551195, 0.010381299978218586, 0.013167321488778534, 0.0052026358452064315, 0.16069789765775128, 0.006241756645831562]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
88,7,"[5.228976931551195, 0.010381299978218586, 0.013167321488778534, 0.0052026358452064315, 0.16069789765775128, 0.006241756645831562]","[3.281856154198917, 0.005088853236754114, 0.008435414336642725, 0.00469999892786997, 0.007629000544887015, 0.2055]"
89,1,"[5.031007652194299, 0.010675706357719965, 0.01190118980975308, 0.0058367693125652795, 0.1784719819006488, 0.007111685212770979]","[2.2896757395491107, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956893, 0.2055]"
89,2,"[5.031007652194299, 0.010675706357719965, 0.01190118980975308, 0.0058367693125652795, 0.1784719819006488, 0.007111685212770979]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
89,3,"[5.031007652194299, 0.010675706357719965, 0.01190118980975308, 0.0058367693125652795, 0.1784719819006488, 0.007111685212770979]","[2.5362836551084413, 0.002904890599537024, 0.004980616635739676, 0.0046686769744327065, 0.007636629333902233, 0.2055]"
